2005-01-10,平成17年,成人の日
2005-02-11,平成17年,建国記念の日
2005-03-20,平成17年,春分の日
2005-03-21,平成17年,振替休日
2005-04-29,平成17年,みどりの日
2005-05-03,平成17年,憲法記念日
2005-05-04,平成17年,国民の休日
2005-05-05,平成17年,こどもの日
2005-07-18,平成17年,海の日
2005-09-19,平成17年,敬老の日
2005-09-23,平成17年,秋分の日
2005-10-10,平成17年,体育の日
2005-11-03,平成17年,文化の日
2005-11-23,平成17年,勤労感謝の日
2005-12-23,平成17年,天皇誕生日
2006-01-01,平成18年,元日
2006-01-02,平成18年,振替休日
2006-01-09,平成18年,成人の日
2006-02-11,平成18年,建国記念の日
2006-03-21,平成18年,春分の日
2006-04-29,平成18年,みどりの日
2006-05-03,平成18年,憲法記念日
2006-05-04,平成18年,国民の休日
2006-05-05,平成18年,こどもの日
2006-07-17,平成18年,海の日
2006-09-18,平成18年,敬老の日
2006-09-23,平成18年,秋分の日
2006-10-09,平成18年,体育の日
2006-11-03,平成18年,文化の日
2006-11-23,平成18年,勤労感謝の日
2006-12-23,平成18年,天皇誕生日
2007-01-01,平成19年,元日
2007-01-08,平成19年,成人の日
2007-02-11,平成19年,建国記念の日
2007-02-12,平成19年,振替休日
2007-03-21,平成19年,春分の日
2007-04-29,平成19年,昭和の日
2007-04-30,平成19年,振替休日
2007-05-03,平成19年,憲法記念日
2007-05-04,平成19年,みどりの日
2007-05-05,平成19年,こどもの日
2007-07-16,平成19年,海の日
2007-09-17,平成19年,敬老の日
2007-09-23,平成19年,秋分の日
2007-09-24,平成19年,振替休日
2007-10-08,平成19年,体育の日
2007-11-03,平成19年,文化の日
2007-11-23,平成19年,勤労感謝の日
2007-12-23,平成19年,天皇誕生日
2007-12-24,平成19年,振替休日
2008-01-01,平成20年,元日
2008-01-14,平成20年,成人の日
2008-02-11,平成20年,建国記念の日
2008-03-20,平成20年,春分の日
2008-04-29,平成20年,昭和の日
2008-05-03,平成20年,憲法記念日
2008-05-04,平成20年,みどりの日
2008-05-05,平成20年,こどもの日
2008-05-06,平成20年,振替休日
2008-07-21,平成20年,海の日
2008-09-15,平成20年,敬老の日
2008-09-23,平成20年,秋分の日
2008-10-13,平成20年,体育の日
2008-11-03,平成20年,文化の日
2008-11-23,平成20年,勤労感謝の日
2008-11-24,平成20年,振替休日
2008-12-23,平成20年,天皇誕生日
2009-01-01,平成21年,元日
2009-01-12,平成21年,成人の日
2009-02-11,平成21年,建国記念の日
2009-03-20,平成21年,春分の日
2009-04-29,平成21年,昭和の日
2009-05-03,平成21年,憲法記念日
2009-05-04,平成21年,みどりの日
2009-05-05,平成21年,こどもの日
2009-05-06,平成21年,振替休日
2009-07-20,平成21年,海の日
2009-09-21,平成21年,敬老の日
2009-09-22,平成21年,国民の休日
2009-09-23,平成21年,秋分の日
2009-10-12,平成21年,体育の日
2009-11-03,平成21年,文化の日
2009-11-23,平成21年,勤労感謝の日
2009-12-23,平成21年,天皇誕生日
2010-01-01,平成22年,元日
2010-01-11,平成22年,成人の日
2010-02-11,平成22年,建国記念の日
2010-03-21,平成22年,春分の日
2010-03-22,平成22年,振替休日
2010-04-29,平成22年,昭和の日
2010-05-03,平成22年,憲法記念日
2010-05-04,平成22年,みどりの日
2010-05-05,平成22年,こどもの日
2010-07-19,平成22年,海の日
